,AirIn,WaterIn,Difference
33720,20.45853043,0.09709113800000001,0.2578910590000001
33721,20.40608025,0.09710661300000001,0.25409627
33722,20.40608025,0.097122081,0.2589647169999999
33723,20.40608025,0.09713756300000001,0.2599859830000001
33724,20.40608025,0.097153023,0.25864726300000007
33725,20.29640961,0.097168498,0.2597265839999999
33726,20.28926086,0.097183973,0.25530391899999993
33727,20.28210068,0.09719944,0.257266224
33728,20.13904953,0.09721490699999999,0.25922858700000007
33729,20.18195915,0.097230367,0.257993936
33730,20.11520958,0.09724585,0.254218221
33731,20.1104393,0.09726131699999999,0.2541567680000001
33732,20.06274986,0.09727679199999999,0.2540953759999999
33733,20.12951088,0.097292259,0.2577180269999999
33734,20.15335083,0.097307727,0.26134061799999997
33735,20.14381981,0.097323202,0.247281015
33736,20.19149971,0.097338676,0.2527069449999999
33737,20.14381981,0.097354136,0.2581329939999999
33738,20.17243004,0.097369619,0.2592059969999998
33739,20.14859009,0.097385094,0.2525849939999998
33740,20.14859009,0.097400561,0.25089901699999984
33741,20.14859009,0.097416028,0.252539933
33742,20.12951088,0.097431503,0.2664189929999998
33743,20.04368019,0.097446971,0.29187446799999994
33744,20.08659935,0.097462453,0.3113591069999999
33745,20.05083084,0.09747791300000001,0.3153176309999999
33746,20.01506996,0.09747750300000001,0.33188313300000005
33747,19.96261978,0.097477093,0.3379026649999999
33748,19.98645973,0.09747668400000001,0.3208383319999999
33749,20.0770607,0.09747626599999999,0.3334177730000001
33750,20.0460701,0.097475857,0.33762180799999997
33751,20.01506996,0.09747544699999999,0.3418258430000001
33752,20.04845047,0.09747503699999999,0.342821837
33753,19.99123001,0.097474627,0.34381675700000014
33754,20.03414917,0.09747421699999999,0.34481286999999994
33755,20.0770607,0.09747380800000001,0.34169781200000005
33756,20.11997986,0.097473398,0.34427082600000003
33757,20.01029968,0.09747298800000001,0.3564468620000001
33758,19.99600029,0.097472578,0.360611797
33759,20.08659935,0.097472169,0.3724218610000001
33760,20.09613037,0.097471759,0.375264764
33761,20.04845047,0.097471349,0.35885787
33762,20.1104393,0.097470939,0.369287849
33763,20.1104393,0.097470529,0.3797178270000001
33764,20.08659935,0.09747012,0.3940788510000002
33765,20.08182907,0.09746971,0.404850841
33766,19.99123001,0.09746929300000001,0.40091776899999987
33767,19.94354057,0.097468883,0.38891982999999986
33768,19.9721508,0.09746847300000001,0.39637684800000006
33769,19.96738052,0.09746806300000001,0.39798378999999984
33770,20.01029968,0.097467653,0.4139027599999998
33771,20.02461052,0.09746724400000001,0.42580985999999976
33772,20.06752014,0.09746682599999999,0.42615580600000014
33773,20.05798912,0.09746641699999999,0.43804776700000003
33774,20.01029968,0.097466007,0.42965686299999994
33775,20.01029968,0.09746559699999999,0.4396438599999999
33776,20.1104393,0.097465187,0.4316188099999998
33777,20.01029968,0.097464778,0.4371157889999999
33778,19.98645973,0.097464383,0.4328807589999999
33779,20.05322075,0.097463958,0.4238054159999999
33780,20.05322075,0.09746354800000001,0.404207945
33781,19.96261978,0.097463138,0.4023885730000001
33782,19.9578495,0.097462729,0.41388881200000005
33783,19.95307922,0.097462319,0.43230313099999995
33784,19.99838066,0.097461909,0.44432681799999996
33785,20.04368019,0.09746149900000001,0.4436783790000002
33786,19.99123001,0.097461089,0.44080608999999993
33787,20.05322075,0.09746068,0.4448278539999999
33788,19.96261978,0.09746027,0.44884949900000004
33789,19.94354057,0.09745986,0.444568097
33790,19.99600029,0.09745945,0.4491376280000001
33791,19.95307922,0.097459041,0.4537073380000002
33792,19.96261978,0.09745862300000001,0.45402526899999995
33793,20.0055294,0.097458214,0.445518553
33794,19.924470899999996,0.097457796,0.44125658300000004
33795,19.91970062,0.09745738699999999,0.43824654799999996
33796,19.93877029,0.09745697699999999,0.4316500430000002
33797,20.02461052,0.097456567,0.4136819839999999
33798,19.89109039,0.09745615699999999,0.3895030020000001
33799,19.94831085,0.097455747,0.3737089630000001
33800,19.89586067,0.09745535300000001,0.3822129969999999
33801,19.93400955,0.097454943,0.39871192
33802,19.85770988,0.09745453300000001,0.38890099499999997
33803,19.95307922,0.097454123,0.39247500899999976
33804,19.93638992,0.09745371300000001,0.39299094600000006
33805,19.91970062,0.097453304,0.39761996300000013
33806,19.86248016,0.097452879,0.3979020120000001
33807,19.85293961,0.097452469,0.3926670550000002
33808,19.91493034,0.09745205900000001,0.39406502199999993
33809,19.93400955,0.09745165,0.39511001099999987
33810,19.88154984,0.09745124,0.41244101600000005
33811,19.91493034,0.09745083,0.42530202799999994
33812,19.83864021,0.09745042,0.43426501799999984
33813,19.91970062,0.09745001,0.44322800699999987
33814,19.96261978,0.097449601,0.44385099400000017
33815,19.87202072,0.09744919099999999,0.42567896799999994
33816,19.82432938,0.097448781,0.4499410400000001
33817,19.9578495,0.09744837099999999,0.45537900900000006
33818,19.9578495,0.097447962,0.45686006599999995
33819,19.85770988,0.09744753699999999,0.4272220139999998
33820,19.83864021,0.097447127,0.42211103400000005
33821,19.87916946,0.09744671699999999,0.3989989760000001
33822,19.91970062,0.09744630800000001,0.39845800399999987
33823,19.91493034,0.09744591300000001,0.37556290700000017
33824,19.85770988,0.097445503,0.3804509639999998
33825,19.924470899999996,0.09744509300000001,0.39487493099999993
33826,19.91493034,0.097444683,0.40929901600000007
33827,19.88154984,0.097444274,0.40941107200000015
33828,19.819559100000003,0.097443856,0.41201400700000024
33829,19.88632011,0.09744344699999999,0.411686062
33830,19.90063095,0.097443037,0.40394902200000016
33831,19.96500969,0.09744262699999999,0.40555691699999996
33832,20.029380800000002,0.09744221,0.4116349220000002
33833,20.124740600000003,0.0974418,0.413063049
33834,20.18195915,0.09744139,0.40605807299999985
33835,20.18195915,0.09744098,0.41298305999999996
33836,20.21058083,0.09744057099999999,0.40573799600000005
33837,20.2296505,0.097440161,0.40803802
33838,20.09136009,0.09743975099999999,0.39936900099999995
33839,20.15335083,0.097439341,0.40323197899999985
33840,20.21533966,0.09743893099999999,0.4102870220000001
33841,20.16765976,0.09743852199999999,0.4110449549999997
33842,20.19626999,0.097438112,0.4096310139999999
33843,20.18674088,0.09743770199999999,0.4105260369999999
33844,20.17720032,0.097437292,0.4033941030000001
33845,20.24872017,0.097436883,0.3998359439999999
33846,20.17720032,0.09743647300000001,0.40103793100000007
33847,20.17402077,0.097436063,0.39849698600000005
33848,20.17083931,0.09743565300000001,0.3882030249999999
33849,20.16765976,0.097435243,0.37790703800000003
33850,20.19626999,0.097434834,0.37279105199999973
33851,20.16765976,0.097434416,0.384340047
33852,20.06752014,0.09743400699999999,0.40786600100000014
33853,20.10567093,0.097433597,0.4247159960000002
33854,20.11997986,0.09743318699999999,0.43035697900000014
33855,20.09613037,0.097432777,0.4400500060000001
33856,20.12951088,0.097432368,0.44974505900000006
33857,20.11997986,0.09743195800000001,0.43714594900000003
33858,20.1104393,0.097431548,0.4403660300000001
33859,20.03890991,0.09743113099999999,0.4464019539999997
33860,20.12951088,0.097430721,0.4491538999999998
